id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
154,11.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,6.0,0.0,1.0,0.0,6.0,4.0,7.0,4.0,1.0,true
155,8.0,2.0,1.0,1.0,17.0,62.91,0.15,6.75,9.32,424.63,0.02,23.59,6.0,0.0,0.0,0.0,9.0,4.0,11.0,6.0,3.0,true
156,62.0,14.0,1.0,9.0,445.0,3011.84,0.02,41.88,71.91,126141.8,1.0,7007.88,50.0,0.0,5.0,0.0,37.0,72.0,282.0,163.0,36.0,true
157,39.0,4.0,1.0,4.0,88.0,423.05,0.07,13.43,31.49,5682.93,0.14,315.72,34.0,1.0,2.0,0.0,13.0,15.0,57.0,31.0,7.0,true
158,165.0,13.0,11.0,12.0,365.0,2206.2,0.02,43.27,50.99,95460.74,0.74,5303.37,112.0,22.0,23.0,0.0,27.0,39.0,240.0,125.0,25.0,true
159,45.0,3.0,1.0,3.0,83.0,403.21,0.08,12.19,33.08,4914.15,0.13,273.01,25.0,11.0,7.0,0.0,13.0,16.0,53.0,30.0,5.0,true
160,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,true
161,21.0,2.0,1.0,2.0,61.0,279.68,0.16,6.43,43.51,1797.96,0.09,99.89,15.0,0.0,0.0,0.0,10.0,14.0,43.0,18.0,3.0,true
162,23.0,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,13.0,0.0,0.0,0.0,8.0,20.0,41.0,28.0,1.0,true
163,12.0,1.0,1.0,1.0,24.0,98.1,0.26,3.85,25.48,377.68,0.03,20.98,6.0,0.0,0.0,0.0,7.0,10.0,13.0,11.0,1.0,true
164,44.0,7.0,1.0,5.0,124.0,650.74,0.07,14.0,46.48,9110.4,0.22,506.13,35.0,2.0,3.0,0.0,14.0,24.0,76.0,48.0,13.0,true
165,17.0,4.0,3.0,3.0,34.0,136.0,0.13,7.71,17.63,1049.14,0.05,58.29,14.0,0.0,1.0,0.0,9.0,7.0,22.0,12.0,7.0,true
166,40.0,5.0,3.0,4.0,95.0,470.65,0.07,13.72,34.3,6458.35,0.16,358.8,35.0,0.0,3.0,0.0,13.0,18.0,57.0,38.0,9.0,true
167,179.0,13.0,4.0,12.0,361.0,2241.61,0.04,22.82,98.25,51144.16,0.75,2841.34,131.0,24.0,22.0,0.0,17.0,57.0,208.0,153.0,25.0,true
168,92.0,8.0,3.0,8.0,212.0,1184.01,0.07,15.17,78.07,17957.52,0.39,997.64,75.0,5.0,2.0,0.0,12.0,36.0,121.0,91.0,15.0,true
169,14.0,1.0,1.0,1.0,26.0,108.42,0.33,3.0,36.14,325.25,0.04,18.07,4.0,0.0,1.0,0.0,6.0,12.0,14.0,12.0,1.0,true
170,92.0,8.0,3.0,8.0,203.0,1121.28,0.07,15.35,73.03,17214.99,0.37,956.39,75.0,4.0,4.0,0.0,12.0,34.0,116.0,87.0,15.0,true
171,64.0,4.0,1.0,4.0,138.0,744.14,0.09,10.82,68.76,8053.51,0.25,447.42,45.0,12.0,5.0,0.0,11.0,31.0,77.0,61.0,7.0,true
172,184.0,16.0,12.0,13.0,437.0,2922.0,0.03,33.6,86.96,98179.22,0.97,5454.4,137.0,27.0,18.0,0.0,28.0,75.0,257.0,180.0,31.0,true
173,17.0,4.0,3.0,3.0,32.0,125.02,0.12,8.25,15.15,1031.42,0.04,57.3,15.0,0.0,0.0,0.0,9.0,6.0,21.0,11.0,7.0,true
174,38.0,5.0,3.0,4.0,93.0,460.74,0.08,13.0,35.44,5989.62,0.15,332.76,34.0,0.0,2.0,0.0,13.0,18.0,57.0,36.0,9.0,true
175,6.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,3.0,0.0,1.0,0.0,4.0,3.0,4.0,3.0,1.0,true
176,41.0,4.0,1.0,4.0,85.0,421.11,0.1,10.47,40.21,4409.92,0.14,245.0,35.0,0.0,3.0,0.0,13.0,18.0,56.0,29.0,7.0,true
177,13.0,1.0,1.0,1.0,7.0,16.25,1.33,0.75,21.67,12.19,0.01,0.68,8.0,0.0,1.0,0.0,1.0,4.0,1.0,6.0,1.0,true
178,20.0,4.0,3.0,3.0,36.0,147.15,0.14,7.31,20.12,1076.02,0.05,59.78,14.0,0.0,3.0,0.0,9.0,8.0,23.0,13.0,7.0,true
179,50.0,5.0,4.0,4.0,122.0,625.77,0.06,16.5,37.93,10325.25,0.21,573.62,43.0,2.0,3.0,0.0,15.0,20.0,78.0,44.0,9.0,true
180,17.0,1.0,1.0,1.0,50.0,219.62,0.2,5.0,43.92,1098.08,0.07,61.0,9.0,0.0,1.0,0.0,7.0,14.0,30.0,20.0,1.0,true
181,41.0,6.0,5.0,5.0,95.0,508.97,0.05,18.9,26.93,9619.48,0.17,534.42,29.0,0.0,9.0,0.0,21.0,20.0,59.0,36.0,11.0,true
182,29.0,4.0,1.0,1.0,60.0,278.63,0.08,12.46,22.36,3472.18,0.09,192.9,22.0,0.0,2.0,0.0,12.0,13.0,33.0,27.0,7.0,true
183,125.0,8.0,5.0,7.0,272.0,1704.57,0.06,17.69,96.33,30162.15,0.57,1675.67,88.0,19.0,16.0,0.0,18.0,59.0,156.0,116.0,15.0,true
184,42.0,5.0,3.0,4.0,113.0,570.02,0.06,15.47,36.84,8820.26,0.19,490.01,38.0,0.0,2.0,0.0,14.0,19.0,71.0,42.0,9.0,true
185,17.0,4.0,3.0,3.0,32.0,125.02,0.12,8.25,15.15,1031.42,0.04,57.3,15.0,0.0,0.0,0.0,9.0,6.0,21.0,11.0,7.0,true
186,14.0,3.0,3.0,3.0,40.0,169.92,0.11,8.94,19.01,1518.63,0.06,84.37,10.0,0.0,1.0,0.0,11.0,8.0,27.0,13.0,5.0,true
187,9.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,5.0,0.0,2.0,0.0,4.0,2.0,4.0,2.0,1.0,true
188,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,true
189,11.0,2.0,1.0,2.0,26.0,108.42,0.29,3.5,30.98,379.46,0.04,21.08,9.0,0.0,0.0,0.0,7.0,11.0,15.0,11.0,3.0,true
190,35.0,3.0,1.0,3.0,105.0,546.99,0.08,12.78,42.79,6991.99,0.18,388.44,26.0,4.0,3.0,0.0,14.0,23.0,63.0,42.0,5.0,true
191,7.0,2.0,1.0,2.0,11.0,34.87,0.19,5.25,6.64,183.06,0.01,10.17,5.0,0.0,0.0,0.0,7.0,2.0,8.0,3.0,3.0,true
192,34.0,5.0,1.0,5.0,99.0,490.47,0.05,18.75,26.16,9196.23,0.16,510.9,27.0,0.0,2.0,0.0,15.0,16.0,59.0,40.0,9.0,true
193,24.0,4.0,1.0,3.0,55.0,261.51,0.06,17.45,14.98,4564.69,0.09,253.59,19.0,0.0,3.0,0.0,16.0,11.0,31.0,24.0,7.0,true
194,35.0,4.0,1.0,4.0,85.0,432.43,0.07,13.82,31.3,5974.42,0.14,331.91,28.0,1.0,3.0,1.0,15.0,19.0,50.0,35.0,7.0,true
195,48.0,4.0,1.0,4.0,132.0,692.73,0.05,20.7,33.47,14339.44,0.23,796.64,41.0,0.0,3.0,2.0,18.0,20.0,86.0,46.0,7.0,true
196,61.0,7.0,1.0,7.0,167.0,942.52,0.09,11.57,81.45,10906.35,0.31,605.91,47.0,3.0,9.0,0.0,15.0,35.0,113.0,54.0,13.0,true
197,20.0,1.0,1.0,1.0,27.0,112.59,0.41,2.43,46.36,273.43,0.04,15.19,15.0,1.0,0.0,0.0,4.0,14.0,10.0,17.0,1.0,true
198,10.0,1.0,1.0,1.0,15.0,55.51,0.4,2.5,22.2,138.77,0.02,7.71,7.0,1.0,0.0,0.0,5.0,8.0,7.0,8.0,1.0,true
199,38.0,5.0,1.0,5.0,99.0,465.34,0.08,12.83,36.26,5971.91,0.16,331.77,33.0,0.0,3.0,0.0,11.0,15.0,64.0,35.0,8.0,true
200,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,true
201,15.0,2.0,1.0,2.0,35.0,136.74,0.13,7.43,18.41,1015.79,0.05,56.43,9.0,0.0,1.0,1.0,8.0,7.0,22.0,13.0,3.0,true
202,6.0,1.0,1.0,1.0,12.0,39.86,0.33,3.0,13.29,119.59,0.01,6.64,3.0,1.0,0.0,0.0,6.0,4.0,8.0,4.0,1.0,true
203,6.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,3.0,0.0,1.0,0.0,5.0,3.0,5.0,3.0,1.0,true
204,50.0,6.0,5.0,5.0,144.0,804.23,0.05,20.0,40.21,16084.69,0.27,893.59,41.0,2.0,5.0,0.0,20.0,28.0,88.0,56.0,11.0,true
205,17.0,1.0,1.0,1.0,43.0,182.66,0.17,5.82,31.39,1062.75,0.06,59.04,11.0,0.0,2.0,0.0,8.0,11.0,27.0,16.0,1.0,true
206,20.0,2.0,1.0,2.0,49.0,221.65,0.14,7.31,30.33,1619.78,0.07,89.99,13.0,1.0,1.0,0.0,10.0,13.0,30.0,19.0,3.0,true
207,8.0,1.0,1.0,1.0,20.0,76.15,0.21,4.67,16.32,355.35,0.03,19.74,6.0,0.0,0.0,0.0,8.0,6.0,13.0,7.0,1.0,true
208,20.0,5.0,1.0,5.0,54.0,237.19,0.17,6.0,39.53,1423.11,0.08,79.06,18.0,0.0,0.0,0.0,9.0,12.0,38.0,16.0,9.0,true
209,36.0,7.0,3.0,6.0,75.0,360.55,0.07,13.43,26.84,4843.41,0.12,269.08,32.0,0.0,2.0,0.0,13.0,15.0,44.0,31.0,13.0,true
210,27.0,1.0,1.0,1.0,104.0,537.67,0.14,7.33,73.32,3942.93,0.18,219.05,20.0,0.0,3.0,0.0,9.0,27.0,60.0,44.0,1.0,true
211,13.0,3.0,1.0,3.0,28.0,112.0,0.12,8.33,13.44,933.33,0.04,51.85,8.0,0.0,3.0,0.0,10.0,6.0,18.0,10.0,5.0,true
212,13.0,3.0,1.0,3.0,28.0,112.0,0.12,8.33,13.44,933.33,0.04,51.85,8.0,0.0,3.0,0.0,10.0,6.0,18.0,10.0,5.0,true
213,13.0,3.0,1.0,3.0,28.0,112.0,0.12,8.33,13.44,933.33,0.04,51.85,8.0,0.0,3.0,0.0,10.0,6.0,18.0,10.0,5.0,true
214,78.0,6.0,3.0,6.0,298.0,1801.23,0.09,10.89,165.42,19613.39,0.6,1089.63,71.0,1.0,1.0,0.0,12.0,54.0,200.0,98.0,10.0,true
215,84.0,7.0,3.0,7.0,311.0,1893.2,0.08,12.29,154.03,23269.16,0.63,1292.73,78.0,1.0,1.0,0.0,13.0,55.0,207.0,104.0,12.0,true
216,99.0,8.0,5.0,8.0,277.0,1601.44,0.03,30.88,51.86,49456.13,0.53,2747.56,85.0,6.0,6.0,0.0,21.0,34.0,177.0,100.0,15.0,true
217,25.0,3.0,1.0,3.0,45.0,191.16,0.13,7.65,24.99,1462.35,0.06,81.24,18.0,1.0,3.0,1.0,9.0,10.0,28.0,17.0,5.0,true
218,97.0,14.0,1.0,14.0,273.0,1605.96,0.03,30.12,53.32,48369.03,0.54,2687.17,88.0,2.0,5.0,0.0,21.0,38.0,164.0,109.0,27.0,true
219,95.0,16.0,9.0,16.0,254.0,1506.41,0.04,27.64,54.5,41638.64,0.5,2313.26,82.0,0.0,10.0,1.0,22.0,39.0,156.0,98.0,31.0,true
220,132.0,14.0,8.0,13.0,331.0,2028.79,0.03,28.71,70.65,58255.33,0.68,3236.41,110.0,11.0,9.0,0.0,21.0,49.0,197.0,134.0,26.0,true
221,61.0,4.0,1.0,4.0,217.0,1205.35,0.05,18.98,63.49,22882.74,0.4,1271.26,55.0,0.0,2.0,0.0,15.0,32.0,136.0,81.0,7.0,true
222,8.0,1.0,1.0,1.0,14.0,50.19,0.33,3.0,16.73,150.57,0.02,8.36,4.0,0.0,1.0,0.0,6.0,6.0,8.0,6.0,1.0,true
223,55.0,5.0,1.0,5.0,118.0,605.26,0.1,10.08,60.03,6102.99,0.2,339.06,48.0,0.0,0.0,0.0,11.0,24.0,74.0,44.0,8.0,true
224,57.0,4.0,1.0,4.0,198.0,1087.39,0.05,18.5,58.78,20116.66,0.36,1117.59,52.0,0.0,1.0,0.0,15.0,30.0,124.0,74.0,7.0,true
225,51.0,13.0,8.0,13.0,138.0,713.45,0.05,20.13,35.44,14362.87,0.24,797.94,44.0,3.0,2.0,0.0,17.0,19.0,93.0,45.0,25.0,true
226,93.0,7.0,1.0,7.0,247.0,1498.32,0.05,21.91,68.37,32835.61,0.5,1824.2,69.0,6.0,16.0,0.0,20.0,47.0,144.0,103.0,13.0,true
227,29.0,1.0,1.0,1.0,99.0,495.0,0.2,4.9,101.02,2425.5,0.17,134.75,24.0,0.0,0.0,0.0,7.0,25.0,64.0,35.0,1.0,true
228,112.0,16.0,10.0,13.0,334.0,1988.7,0.03,33.33,59.66,66290.05,0.66,3682.78,95.0,0.0,12.0,0.0,20.0,42.0,194.0,140.0,31.0,true
229,152.0,22.0,6.0,16.0,463.0,3027.63,0.03,29.75,101.78,90061.35,1.01,5003.41,130.0,4.0,16.0,0.0,22.0,71.0,271.0,192.0,42.0,true
230,25.0,4.0,1.0,4.0,76.0,372.92,0.12,8.68,42.94,3238.55,0.12,179.92,21.0,0.0,0.0,0.0,11.0,19.0,46.0,30.0,7.0,true
231,78.0,11.0,1.0,11.0,227.0,1318.27,0.05,19.4,67.96,25571.05,0.44,1420.61,60.0,7.0,7.0,0.0,17.0,39.0,138.0,89.0,21.0,true
232,35.0,5.0,3.0,4.0,83.0,415.0,0.09,10.61,39.13,4401.18,0.14,244.51,25.0,3.0,5.0,0.0,13.0,19.0,52.0,31.0,9.0,true
233,12.0,3.0,1.0,3.0,15.0,49.83,0.4,2.5,19.93,124.57,0.02,6.92,9.0,0.0,1.0,0.0,5.0,5.0,10.0,5.0,5.0,true
234,19.0,2.0,1.0,2.0,37.0,162.52,0.1,9.75,16.67,1584.53,0.05,88.03,17.0,0.0,0.0,0.0,13.0,8.0,25.0,12.0,5.0,true
235,19.0,3.0,1.0,3.0,31.0,118.03,0.13,8.0,14.75,944.22,0.04,52.46,16.0,0.0,1.0,0.0,8.0,6.0,19.0,12.0,5.0,true
236,15.0,2.0,1.0,2.0,30.0,131.77,0.19,5.25,25.1,691.79,0.04,38.43,8.0,1.0,1.0,0.0,9.0,12.0,16.0,14.0,3.0,true
237,217.0,28.0,18.0,27.0,521.0,3348.08,0.04,23.29,143.73,77990.66,1.12,4332.81,173.0,17.0,23.0,0.0,18.0,68.0,345.0,176.0,54.0,true
238,150.0,27.0,22.0,18.0,438.0,2799.84,0.02,46.67,60.0,130658.97,0.93,7258.83,113.0,6.0,24.0,0.0,30.0,54.0,270.0,168.0,53.0,true
239,30.0,3.0,1.0,3.0,77.0,361.93,0.08,12.43,29.12,4498.32,0.12,249.91,26.0,0.0,2.0,0.0,12.0,14.0,48.0,29.0,5.0,true
240,15.0,1.0,1.0,1.0,39.0,162.63,0.12,8.5,19.13,1382.33,0.05,76.8,12.0,0.0,1.0,0.0,9.0,9.0,22.0,17.0,1.0,true
241,41.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
242,25.0,3.0,3.0,3.0,48.0,217.13,0.11,8.71,24.93,1890.85,0.07,105.05,15.0,0.0,8.0,0.0,11.0,12.0,29.0,19.0,5.0,true
243,15.0,8.0,4.0,3.0,76.0,383.37,0.06,17.0,22.55,6517.36,0.13,362.08,12.0,0.0,1.0,0.0,17.0,16.0,44.0,32.0,15.0,true
244,56.0,13.0,7.0,11.0,226.0,1300.6,0.04,25.51,50.98,33184.0,0.43,1843.56,41.0,2.0,11.0,0.0,19.0,35.0,132.0,94.0,25.0,true
245,20.0,2.0,1.0,2.0,31.0,133.98,0.15,6.5,20.61,870.87,0.04,48.38,10.0,1.0,7.0,0.0,10.0,10.0,18.0,13.0,3.0,true
246,9.0,2.0,1.0,2.0,41.0,180.09,0.08,12.19,14.78,2194.79,0.06,121.93,6.0,0.0,1.0,0.0,13.0,8.0,26.0,15.0,3.0,true
247,145.0,25.0,21.0,18.0,441.0,2811.39,0.02,44.04,63.84,123803.5,0.94,6877.97,81.0,3.0,58.0,0.0,28.0,55.0,268.0,173.0,49.0,true
248,34.0,4.0,1.0,4.0,69.0,298.21,0.06,15.89,18.77,4738.27,0.1,263.24,19.0,0.0,13.0,0.0,11.0,9.0,43.0,26.0,7.0,true
249,12.0,1.0,1.0,1.0,41.0,182.84,0.12,8.5,21.51,1554.11,0.06,86.34,10.0,0.0,0.0,0.0,11.0,11.0,24.0,17.0,1.0,true
250,24.0,5.0,3.0,4.0,63.0,320.51,0.06,15.83,20.24,5074.74,0.11,281.93,19.0,0.0,3.0,0.0,19.0,15.0,38.0,25.0,9.0,true
251,74.0,6.0,5.0,4.0,135.0,753.97,0.07,14.5,52.0,10932.56,0.25,607.36,45.0,10.0,11.0,4.0,16.0,32.0,77.0,58.0,11.0,true
252,36.0,1.0,1.0,1.0,69.0,293.11,0.09,10.8,27.14,3165.56,0.1,175.86,18.0,11.0,4.0,0.0,9.0,10.0,45.0,24.0,1.0,true
253,7.0,2.0,1.0,2.0,18.0,59.79,0.29,3.5,17.08,209.28,0.02,11.63,5.0,0.0,0.0,0.0,7.0,3.0,15.0,3.0,3.0,true
254,7.0,1.0,1.0,1.0,14.0,44.38,0.4,2.5,17.75,110.95,0.01,6.16,5.0,0.0,0.0,0.0,5.0,4.0,10.0,4.0,1.0,true
255,6.0,1.0,1.0,1.0,13.0,33.6,0.33,3.0,11.2,100.81,0.01,5.6,4.0,0.0,0.0,0.0,4.0,2.0,10.0,3.0,1.0,true
256,55.0,5.0,1.0,3.0,142.0,765.71,0.07,14.25,53.73,10911.35,0.26,606.19,43.0,3.0,6.0,0.0,14.0,28.0,85.0,57.0,9.0,true
257,21.0,1.0,1.0,1.0,25.0,95.18,0.3,3.38,28.2,321.25,0.03,17.85,10.0,4.0,5.0,0.0,6.0,8.0,16.0,9.0,1.0,true
258,17.0,3.0,1.0,3.0,31.0,124.0,0.2,5.0,24.8,620.0,0.04,34.44,11.0,0.0,4.0,0.0,8.0,8.0,21.0,10.0,5.0,true
259,19.0,3.0,1.0,1.0,31.0,126.71,0.14,7.14,17.74,905.08,0.04,50.28,15.0,0.0,2.0,0.0,10.0,7.0,21.0,10.0,4.0,true
260,22.0,3.0,1.0,3.0,47.0,206.44,0.09,10.67,19.35,2202.02,0.07,122.33,14.0,2.0,2.0,0.0,12.0,9.0,31.0,16.0,5.0,true
261,40.0,3.0,1.0,3.0,88.0,451.38,0.1,10.05,44.93,4534.29,0.15,251.9,29.0,2.0,3.0,1.0,13.0,22.0,54.0,34.0,5.0,true
262,15.0,2.0,1.0,2.0,17.0,60.94,0.2,4.9,12.44,298.63,0.02,16.59,8.0,3.0,1.0,0.0,7.0,5.0,10.0,7.0,3.0,true
263,27.0,5.0,3.0,4.0,113.0,609.33,0.06,17.27,35.28,10524.82,0.2,584.71,21.0,0.0,4.0,0.0,20.0,22.0,75.0,38.0,9.0,true
264,35.0,1.0,1.0,1.0,32.0,133.44,0.19,5.2,25.66,693.88,0.04,38.55,8.0,18.0,0.0,0.0,8.0,10.0,19.0,13.0,1.0,true
265,30.0,2.0,1.0,2.0,93.0,460.74,0.14,7.14,64.5,3291.0,0.15,182.83,21.0,0.0,1.0,0.0,10.0,21.0,63.0,30.0,3.0,true
266,12.0,1.0,1.0,1.0,22.0,88.0,0.33,3.0,29.33,264.0,0.03,14.67,4.0,0.0,0.0,0.0,6.0,10.0,12.0,10.0,1.0,true
267,22.0,1.0,1.0,1.0,14.0,50.19,0.91,1.1,45.63,55.21,0.02,3.07,11.0,0.0,1.0,0.0,2.0,10.0,3.0,11.0,1.0,true
268,40.0,5.0,3.0,4.0,106.0,534.71,0.07,13.98,38.26,7472.51,0.18,415.14,35.0,0.0,2.0,0.0,13.0,20.0,63.0,43.0,9.0,true
269,176.0,16.0,10.0,14.0,385.0,2467.62,0.04,27.24,90.59,67213.15,0.82,3734.06,123.0,26.0,25.0,0.0,22.0,63.0,229.0,156.0,31.0,true
270,132.0,13.0,10.0,13.0,278.0,1757.5,0.05,22.19,79.19,39004.08,0.59,2166.89,88.0,24.0,18.0,0.0,23.0,57.0,168.0,110.0,25.0,true
271,101.0,13.0,6.0,12.0,214.0,1264.07,0.06,17.79,71.07,22482.47,0.42,1249.03,86.0,8.0,5.0,0.0,18.0,42.0,131.0,83.0,25.0,true
272,7.0,1.0,1.0,1.0,20.0,78.14,0.25,4.0,19.53,312.55,0.03,17.36,5.0,0.0,0.0,0.0,8.0,7.0,13.0,7.0,1.0,true
273,11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6.0,0.0,0.0,0.0,7.0,7.0,15.0,9.0,1.0,true
274,11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6.0,0.0,0.0,0.0,7.0,7.0,15.0,9.0,1.0,true
275,11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6.0,0.0,0.0,0.0,7.0,7.0,15.0,9.0,1.0,true
276,11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6.0,0.0,0.0,0.0,7.0,7.0,15.0,9.0,1.0,true
277,16.0,2.0,1.0,2.0,29.0,113.3,0.15,6.86,16.52,776.91,0.04,43.16,10.0,0.0,2.0,0.0,8.0,7.0,17.0,12.0,3.0,true
278,38.0,2.0,1.0,2.0,90.0,445.88,0.08,13.0,34.3,5796.41,0.15,322.02,27.0,4.0,5.0,0.0,13.0,18.0,54.0,36.0,3.0,true
279,50.0,5.0,1.0,5.0,116.0,621.48,0.08,11.93,52.11,7411.68,0.21,411.76,41.0,4.0,3.0,0.0,14.0,27.0,70.0,46.0,9.0,true
280,4.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,8.0,8.0,0.0,0.44,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,true
281,60.0,6.0,3.0,5.0,176.0,982.95,0.05,19.5,50.41,19167.59,0.33,1064.87,46.0,0.0,5.0,0.0,18.0,30.0,111.0,65.0,11.0,true
282,63.0,8.0,5.0,8.0,133.0,730.42,0.06,17.0,42.97,12417.08,0.24,689.84,54.0,1.0,6.0,0.0,18.0,27.0,82.0,51.0,15.0,true
283,72.0,11.0,7.0,9.0,154.0,850.63,0.04,26.13,32.56,22222.67,0.28,1234.59,60.0,2.0,5.0,1.0,22.0,24.0,97.0,57.0,21.0,true
284,57.0,6.0,1.0,5.0,195.0,1132.43,0.06,15.47,73.18,17523.69,0.38,973.54,48.0,2.0,5.0,0.0,17.0,39.0,124.0,71.0,10.0,true
285,82.0,16.0,13.0,16.0,204.0,1106.96,0.06,16.45,67.29,18211.24,0.37,1011.74,75.0,2.0,3.0,0.0,12.0,31.0,119.0,85.0,31.0,true
286,288.0,45.0,7.0,45.0,794.0,5228.46,0.02,44.9,116.45,234743.54,1.74,13041.31,262.0,9.0,15.0,0.0,23.0,73.0,509.0,285.0,89.0,true
287,96.0,9.0,1.0,8.0,274.0,1554.24,0.04,22.29,69.72,34646.7,0.52,1924.82,82.0,7.0,5.0,0.0,15.0,36.0,167.0,107.0,17.0,true
288,68.0,18.0,5.0,18.0,192.0,1066.48,0.06,15.48,68.88,16513.25,0.36,917.4,53.0,10.0,3.0,0.0,16.0,31.0,132.0,60.0,35.0,true
289,84.0,11.0,1.0,11.0,254.0,1500.35,0.03,28.95,51.83,43431.19,0.5,2412.84,65.0,4.0,13.0,0.0,22.0,38.0,154.0,100.0,21.0,true
290,20.0,2.0,1.0,2.0,20.0,74.01,0.16,6.42,11.53,474.89,0.02,26.38,6.0,10.0,2.0,1.0,7.0,6.0,9.0,11.0,3.0,true
291,72.0,12.0,8.0,10.0,215.0,1269.98,0.04,23.42,54.22,29746.87,0.42,1652.6,53.0,6.0,10.0,1.0,21.0,39.0,128.0,87.0,23.0,true
292,16.0,1.0,1.0,1.0,43.0,175.76,0.16,6.27,28.02,1102.5,0.06,61.25,14.0,0.0,1.0,0.0,6.0,11.0,20.0,23.0,1.0,true
293,40.0,5.0,1.0,5.0,125.0,674.04,0.05,19.88,33.91,13396.54,0.22,744.25,28.0,0.0,10.0,0.0,18.0,24.0,72.0,53.0,9.0,true
294,12.0,1.0,1.0,1.0,41.0,187.98,0.16,6.43,29.24,1208.47,0.06,67.14,9.0,0.0,1.0,0.0,10.0,14.0,23.0,18.0,1.0,true
295,11.0,1.0,1.0,1.0,41.0,187.98,0.16,6.43,29.24,1208.47,0.06,67.14,9.0,0.0,0.0,0.0,10.0,14.0,23.0,18.0,1.0,true
296,50.0,8.0,3.0,4.0,240.0,1480.78,0.03,34.78,42.58,51502.32,0.49,2861.24,40.0,0.0,8.0,0.0,31.0,41.0,148.0,92.0,15.0,true
297,25.0,2.0,1.0,2.0,38.0,169.46,0.19,5.19,32.64,879.88,0.06,48.88,18.0,2.0,3.0,0.0,9.0,13.0,23.0,15.0,3.0,true
298,4.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,1.0,true
299,220.0,12.0,8.0,12.0,453.0,3028.98,0.05,21.49,140.96,65087.11,1.01,3615.95,142.0,44.0,32.0,0.0,19.0,84.0,263.0,190.0,23.0,true
300,22.0,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,13.0,0.0,0.0,0.0,8.0,20.0,41.0,28.0,1.0,true
301,23.0,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,13.0,0.0,0.0,0.0,8.0,20.0,41.0,28.0,1.0,true
302,89.0,6.0,4.0,5.0,189.0,1043.95,0.04,23.74,43.97,24784.89,0.35,1376.94,60.0,8.0,12.0,1.0,17.0,29.0,108.0,81.0,11.0,true
303,15.0,1.0,1.0,1.0,41.0,177.2,0.19,5.33,33.22,945.06,0.06,52.5,9.0,0.0,0.0,0.0,8.0,12.0,25.0,16.0,1.0,true
304,100.0,7.0,3.0,6.0,362.0,2281.97,0.04,26.82,85.07,61212.81,0.76,3400.71,86.0,2.0,9.0,0.0,22.0,57.0,223.0,139.0,12.0,true
305,12.0,1.0,1.0,1.0,18.0,66.61,0.21,4.67,14.27,310.84,0.02,17.27,6.0,0.0,2.0,0.0,7.0,6.0,10.0,8.0,1.0,true
306,72.0,7.0,1.0,7.0,142.0,779.84,0.07,14.62,53.34,11401.84,0.26,633.44,46.0,10.0,12.0,0.0,16.0,29.0,89.0,53.0,13.0,true
307,23.0,1.0,1.0,1.0,46.0,218.72,0.32,3.14,69.59,687.42,0.07,38.19,15.0,0.0,2.0,0.0,6.0,21.0,24.0,22.0,1.0,true
308,140.0,18.0,10.0,18.0,376.0,2304.61,0.04,27.6,83.5,63607.25,0.77,3533.74,124.0,8.0,6.0,0.0,20.0,50.0,238.0,138.0,35.0,true
